Column Name,Content
Software Engineering,"Educational institute Graduate School of Informatics Programme type Master's Credits 60 EC Duration 1 year Instruction language English Education form Full-time, Day-time class Contact Education Desk FNWI Science Park 904 020 5257100 TheMaster Software Engineeringis a one-year academic programme with a compulsory curriculum of 60 EC. It familiarises students with the broad and dynamic field of software engineering. Software engineering projects are complex undertakings, and there is no single recipe that guarantees success in all cases. This one year master's programme makes students better software engineers, designers and architects. It enables graduates to make significant contributions to large-scale software projects in industry and academia alike. Software engineering uses many results from computer science, but the Master programme Software Engineering distinguishes itself from classical computer science curricula in a number of aspects, among others the size and complexity of software systems concerned and the role of human factors in the software engineering process. Both aspects lead to a high degree of uncertainty about the impact and validity of design decisions. What is good for performance may be detrimental for understandability, maintainability and re-use. Software engineers must strive to understand these trade-offs and reduce dependencies. As changing and conflicting goals are omnipresent, software continuously needs to evolve. The software engineering domain in itself is in constant flux. Innovations in technology, design patterns and techniques are continuous. Out-of-the-box solutions often have their specific limitations. We believe a good software engineer is like a good researcher. We teach our students how to acquire relevant knowledge, how to improve making decisions, how to reflect on their current approaches and ideas and to continuously question their assumptions. We expect students to have a solid technological basis and a fundamental understanding of computer science and software. From a technical perspective the curriculum covers software quality, specification-based testing and verification, code analysis and transformation as well as code evolution according to software metrics. These cross-cutting issues are complemented with domain-specific software concerns from new and emerging domains, such as cloud-based software and cyber-physical systems. Non-technical topics focus on requirements engineering and on organizational aspects of the software engineering process. Continuous interaction between students and staff is characteristic for the programm. Students work on challenging assignments and receive immediate feedback. Educational institute Graduate School of Informatics Programme type Master's Credits 60 EC Duration 1 year Instruction language English Education form Full-time, Day-time class Contact Education Desk FNWIScience Park 904020 5257100"
Programme,"Website:http://www.student.uva.nl/se Programme Director:dr. C.U. Grelck. Programme coordinator:mr. drs. N. (Nienke) Boevé-Spil Study adviser:A.K.C. (Cecilia) Sigvardsdotter Programme organisation:The programme takes one academic year (60 credits) to complete and awards a Master of Science degree in Software Engineering. We offer 1-year full-time and 2-year part-time options. Study load and credits:The University of Amsterdam (UvA) applies the European Credit Transfer System (ECTS). The general study load for students is 30 EC per semester. A full academic year of two semesters equals 60 EC. Each semester lasts 20 weeks with 3 periods: 2 periods of 8 weeks and a third period of 4 weeks. A student’s study load (both contact hours and hours spent studying and preparing for assignments) is measured in European Credits (EC). According to Dutch law 1 EC represents 28 hours of work and 60 EC represent one academic year of full-time study. This is equivalent to about 40 hours of work per week. Regular courses: Period 1: Period 2: Period 4: Preparation Master Project: This special course throughout periods 1, 2 and 3 complements the regular courses in teaching general academic and research skills with a focus on software engineering skills and background literature. In period 3 students prepare a research proposal that sets the scene for their graduation project. Master Project Software Engineering: The 18-EC graduation project spans periods 5 and 6. During this graduation project students demonstrate the skills they have obtained so far. Graduation projects can be done in industry, at other research institutions or embedded within research groups at the University of Amsterdam. The graduation project leads to a written thesis to be orally defended in front of a committee.  Sem. 1 Sem. 2 EC Requirements Engineering   6 Software Specification, Verification and Testing   6 Software Evolution   6 Embedded Software and Systems   6 Preparation Masterproject Software Engineering   6 Software Process   6 DevOps and Cloud-based Software   6 Masterproject Software Engineering   18 Requirements Engineering Software Specification, Verification and Testing Software Evolution Embedded Software and Systems DevOps and Cloud-based Software Software Process"
Part-time programme,"In the part-time variant one course is taken per period instead of two. Students are expected to work appoximately 20 hours per week and to spend two full days per week on campus, either Monday/Tuesday or Wednesday/Thursday. Presence is required to attend lectures, workshops and labs, but likewise to do group work with other students. We do not prescribe any particular order of courses, and students can adapt their schedule to external needs and requirements."
Requirements Engineering,"Course catalogue number 5364REEN6Y Credits 6 EC Language of instruction English Time period(s)  See also College/graduate Graduate School of Informatics Lecturer(s) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl servicedesk-esc-science@uva.nl Is part of This highly interactive course explores requirement engineering (RE) approaches and pitfalls by discussing real life cases. Supplementary lectures will go into truth finding, sense making, best practices, methods and will provide an abstract model for RE. Next to specific RE literature you will study literature from philosophy and psychology to get a better understanding of the domain. In the first weeks you will gather knowledge to construct requirements for a small project. You will get intensive feedback about your knowledge acquisition skills. This first hand experience will enable you to better appreciate the intricacies in applying theory even in a simple domain. Finally you will design and run an experiment to show the inherent sensitivity of requirements best practices to bias. By default we focus on the use of prototyping/sprint demos for validation. Knowledge of requirement engineering, for example books of Sommerville, Robertson, van Lamsweerde, Wiegers or Pohl. 'Modeling techniques', e.g. UML diagrams to describe software behaviour. More information about procedures and registration periods can be found athttp://student.uva.nl/se/az/item/course-registration.html The schedule for this course is published onDataNose. Reading tests, paper, exam and lab work. Course catalogue number 5364REEN6Y Credits 6 EC Language of instruction English Time period(s) Sem. 1Sem. 2See also Sem. 1 Sem. 2   Sem. 1 Sem. 2   College/graduate Graduate School of Informatics Lecturer(s) drs. H.L. Dekkers (co-ordinator) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl Is part of Master's Software Engineering Add course to planner Sem. 1 Sem. 2   drs. H.L. Dekkers (co-ordinator) Master's Software Engineering You will understand why stakeholder needs are so hard to express, capture and understand. You will learn the shortcomings in the (agile) methods and best practices that are widely used. Furthermore you will learn about data-driven methods and the benefits of working with scenarios. Lecture Seminar Literature:D. Kahneman 'Thinking, fast and slow'. D. Kahneman 'Thinking, fast and slow'. Syllabus:  D. Kahneman 'Thinking, fast and slow'. "
"Software Specification, Verification and Testing","Course catalogue number 5364SSVT6Y Credits 6 EC Language of instruction English Time period(s)  See also College/graduate Graduate School of Informatics Lecturer(s) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl servicedesk-esc-science@uva.nl Is part of Software specification, verification, and testing entail checking whether a given software system satisfies given requirements and/or specifications. Without a specification, it is impossible to state what a piece of software should do, and there is no reasonable way to set up the test process. An informal specification is not enough. If we aim to automate the test process we need pre-given information about: Programs written in functional or imperative languages can be tested, given a formal specification, by means of a random test generator. This test method will be illustrated for a number of example programs that are written in Haskell. The course assumes basic familiarity with this language and focusses on how to test programs written in either functional or imperative style, and how to use tools for automated test generation. Basic familiarity with logic and functional programming in Haskell. More information about procedures and registration periods can be found athttp://student.uva.nl/se/az/item/course-registration.html The schedule for this course is published onDataNose. Course examination consists of weekly assignments plus a final exam both the theory and practical parts. Course catalogue number 5364SSVT6Y Credits 6 EC Language of instruction English Time period(s) Sem. 1Sem. 2See also Sem. 1 Sem. 2   Sem. 1 Sem. 2   College/graduate Graduate School of Informatics Lecturer(s) dr. A.M. Oprescu (co-ordinator) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl Is part of Master's Software Engineering Add course to planner Sem. 1 Sem. 2   dr. A.M. Oprescu (co-ordinator) Master's Software Engineering understand and write specifications in the language of predicate logic. use type-specification and abstraction to make programs more easily testable. write formal specifications for testing Haskell code. use random test generation for automating the test process. Lecture Seminar Laptop seminar Self-study Literature:Graham Hutton, 'Programming in Haskell', Cambridge University Press 2016 (Second Edition).Recommended background reading: Johan van Benthem, Hans van Ditmarsch, Jan van Eijck and Jan Jaspars,'Logic in Action', electronically available fromhttp://www.logicinaction.orgKees Doets and Jan van Eijck, 'The Haskell Road to Logic, Maths and Programming'. College Publications, London 2012. Graham Hutton, 'Programming in Haskell', Cambridge University Press 2016 (Second Edition). Recommended background reading: Johan van Benthem, Hans van Ditmarsch, Jan van Eijck and Jan Jaspars,'Logic in Action', electronically available fromhttp://www.logicinaction.org Kees Doets and Jan van Eijck, 'The Haskell Road to Logic, Maths and Programming'. College Publications, London 2012. Graham Hutton, 'Programming in Haskell', Cambridge University Press 2016 (Second Edition). Recommended background reading: Johan van Benthem, Hans van Ditmarsch, Jan van Eijck and Jan Jaspars,'Logic in Action', electronically available fromhttp://www.logicinaction.org Kees Doets and Jan van Eijck, 'The Haskell Road to Logic, Maths and Programming'. College Publications, London 2012. which tests are relevant --> this information states the preconditions of the code what the outcomes of the relevant tests should be --> this information states the postconditions of the code."
Software Evolution,"Course catalogue number 5364SOEV6Y Credits 6 EC Language of instruction English Time period(s)  See also College/graduate Graduate School of Informatics Lecturer(s) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl servicedesk-esc-science@uva.nl Is part of This course is designed around lab sessions in which we study real and large (open-source) software systems, written in languages like C, Java, PHP or Ruby. We use Rascal -a programming language workbench, or meta programming language- to apply and build software metrics, software analyses, software visualisations and (if time permits) software transformations. Seehttp://www.rascal-mpl.org.The student is supported with introductory courses and interactive lab sessions while learning this new language in the beginning. The course is supported by a series of lectures on the theory of software maintenance and evolution, guest lecturers from field experts, and a guided study of a number of research papers about maintenance, reverse engineering, reengineering and renovation. Example topics are clone detection, mining software repositories and refactoring. More information about procedures and registration periods can be found athttp://student.uva.nl/se/az/item/course-registration.html The schedule for this course is published onDataNose. This course typically uses the following assessments, that will be detailed at the start of the course: The course reader and assignments will be made available on Canvas. Course catalogue number 5364SOEV6Y Credits 6 EC Language of instruction English Time period(s) Sem. 1Sem. 2See also Sem. 1 Sem. 2   Sem. 1 Sem. 2   College/graduate Graduate School of Informatics Lecturer(s) R.A. van Rozen (co-ordinator) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl Is part of Master's Software Engineering Add course to planner Sem. 1 Sem. 2   R.A. van Rozen (co-ordinator) Master's Software Engineering The first objective is to acquire an understanding and appreciation of the challenges posed by software maintenance and software evolution. The second objective is to learn about quality of software and source code and how it affects software maintenance and evolution. The final objective is to be able to select and also construct software analysis and software transformation tools to help obtain insight in software quality and to help improve software quality. Advanced programming skills in several programming languages. Knowledge of compiler construction (parsing, ASTs, basic code analysis, etc.). Good (academic) English reading and writing skills. Lecture Laptop seminar Computer lab session/practical training Self-study Syllabus:Reader consisting of selected papers on software evolution Reader consisting of selected papers on software evolution Other:http://www.rascal-mpl.orgPotentially other (academic) sources http://www.rascal-mpl.org Potentially other (academic) sources Reader consisting of selected papers on software evolution http://www.rascal-mpl.org Potentially other (academic) sources practical lab assignments, assessed by demonstration and oral exam writing exercise(s): essay and/or annotated bilbiography"
Embedded Software and Systems,"Course catalogue number 5364EMSS6Y Credits 6 EC Language of instruction English Time period(s)  See also College/graduate Graduate School of Informatics Lecturer(s) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl servicedesk-esc-science@uva.nl Is part of This course targets the software design and programming of embedded systems, i.e., computing systems which are not immediately recognized as such. Examples include mobile phones, TV sets, consumer electronics, Internet-of-Things, but also airplanes, cars, and satellites. Designing such embedded systems differs fundamentally from traditional design methods for general-purpose computer software: Embedded systems are subject to specific requirements, especially in terms of efficiency (size, weight and power) and costs. At the same time, embedded systems are subject to increased reliability constraints. The go-to solution to resolve system errors for general-purpose computing, i.e., a complete system restart, is typically precluded in an embedded system. The system must always be available and must always reliably produce correct results. To further complicate matters, the correctness of most embedded systems is not just defined by the correct result of a computation, but also by the correct timing. Imagine an air-bag controller, which must inflate the air-bag in time before the driver’s head hits the steering wheel, or a flight control system, which must correct turbulence, before the airplane becomes unstable. Concerning less critical cases, we have for instance media players where the playback is delayed or the quality is degraded. In this course, we will provide an introduction to the broad domain of embedded computer systems, and teach common design and development methods of embedded software and systems. The course covers the following topics: More information about procedures and registration periods can be found athttp://student.uva.nl/se/az/item/course-registration.html The schedule for this course is published onDataNose. A Canvas site for the course is available Course catalogue number 5364EMSS6Y Credits 6 EC Language of instruction English Time period(s) Sem. 1Sem. 2See also Sem. 1 Sem. 2   Sem. 1 Sem. 2   College/graduate Graduate School of Informatics Lecturer(s) prof. dr. K.B. Akesson MSc (co-ordinator) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl Is part of Master's Software Engineering Add course to planner Sem. 1 Sem. 2   prof. dr. K.B. Akesson MSc (co-ordinator) Master's Software Engineering The student is able to explain the key characteristics of embedded software and systems The student is able to specify embedded systems using aspect models at different levels of abstraction The student is able to functionally verify weak termination of systems using methods based on Petri Net models The student is able to verify schedulability of periodic tasks and perform cache analysis on a single-core system, and explain the added challenges in a multi-core system The student is able to explain how design-space exploration identifies hardware and software configurations that satisfy multi-dimensional constraints on e.g. cost, performance and energy consumption The student is able to work together in a team to develop software that satisfies its requirements on a given embedded platform Characteristics and constraints of embedded systems Embedded system design flow Specification of the functional and non-functional behavior of an embedded system Selection and configuration of suitable embedded architectures Analysis of non-functional behavior of embedded systems Correctness verification of (non-)functional properties of embedded systems Programming (Java, Python, C++, or similar language) Computer Organization (preferred, not mandatory) Lecture Self-study Working independently on e.g. a project or thesis Laptop seminar Practical Project (group) Assignments (individual)"
Preparation Masterproject Software Engineering,"Course catalogue number 5364PRMS6Y Credits 6 EC Language of instruction English Entry requirements For both part-time and full-time students. Time period(s)  See also College/graduate Graduate School of Informatics Lecturer(s) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl servicedesk-esc-science@uva.nl Is part of During paper sessions you learn skills to find, read and assess relevant scientific publications. You will also learn to build argumentation structures you need for your theory and analysis. For your graduation project, you can choose from a number of defined themes. It is also possible to define a project yourself, once you have thoroughly examined the foundation and feasibility of your idea. The lecturer will help you during the preparation. You will also discuss your ideas with other students. More information about procedures and registration periods can be found athttp://student.uva.nl/se/az/item/course-registration.html The schedule for this course is published onDataNose. The student can pass the course by getting approval from the course coordinator and the academic supervisor for two deliverables: Course catalogue number 5364PRMS6Y Credits 6 EC Language of instruction English Entry requirements For both part-time and full-time students. Time period(s) Sem. 1Sem. 2See also Sem. 1 Sem. 2   Sem. 1 Sem. 2   College/graduate Graduate School of Informatics Lecturer(s) dr. A.M. Oprescu (co-ordinator) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl Is part of Master's Software Engineering Add course to planner Sem. 1 Sem. 2   dr. A.M. Oprescu (co-ordinator) Master's Software Engineering Problem analysis, Scientific literature survey, Theory building, Hypothesizing, Structuring research and validation, Project planning, Scientific reporting. Self-study Presentation/symposium Working independently on e.g. a project or thesis Supervision/feedback meeting Seminar Other:Study materials are made available through the course’s Canvas page. Study materials are made available through the course’s Canvas page. Study materials are made available through the course’s Canvas page. An interest in reading and writing scientific literature. Affinity with reading and writing English text. Knowledge of current challenges and results in software engineering. Graduation project proposal, Survey of related literature."
Software Process,"Course catalogue number 5364SOPR6Y Credits 6 EC Language of instruction English Time period(s)  See also College/graduate Graduate School of Informatics Lecturer(s) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl servicedesk-esc-science@uva.nl Is part of Developing large scale software systems is challenging for many reasons. Our understanding of what needs to be done is at best incomplete, at points invalid, and subject to change. It’s hard to determine the adequacy of requirements, plans, designs and increments. The biggest projects require collaboration of thousands of people, with imperfect mechanisms for division of work, coordination, assessment of quality and assessment of progress. The code that is produced restricts the solution space for what still needs to be developed, and at worst becomes too complex to add the features that we need. The course setup is as follows: Knowledge of software methods like Rup, Scrum, Xp and software practices like pair programming, test first. Experience with working in big projects. More information about procedures and registration periods can be found athttp://student.uva.nl/se/az/item/course-registration.html The schedule for this course is published onDataNose. Reading tests, essays, exams. Course catalogue number 5364SOPR6Y Credits 6 EC Language of instruction English Time period(s) Sem. 1Sem. 2See also Sem. 1 Sem. 2   Sem. 1 Sem. 2   College/graduate Graduate School of Informatics Lecturer(s) drs. H.L. Dekkers (co-ordinator) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl Is part of Master's Software Engineering Add course to planner Sem. 1 Sem. 2   drs. H.L. Dekkers (co-ordinator) Master's Software Engineering Insight in methods and best practices in the field of Software Engineering. Understand what problems these try to solve. Understand that methods and best practices are merely a means to an end. Insight into complexity of developing large software systems. Understanding what agility is, and how this is related to process and other factors. Understanding what planning entails, and how it contributes to a successful outcome. Insight in individual, team and organizational performance. Insight in organizational patterns to decompose and distribute tasks and empower engineers while ensuring their combined work leads to a successful outcome. First you will learn about software development methods. This is put in a historical overview spanning organizational science in general. Second you will focus on the different aspects of planning: organizing, sizing, architecture. Different views on planning explain to some extent differences between methods. Third you will focus on individual, group and organizational performance. What is a good software engineer? What is at the heart of good performing groups and organizations? You will get insight in theory of empowerment: what is the relationship between empowerment and behaviour? You will come to understand how situational this relationship is. Throughout the course you will examine an infamous failed case. This will give you insight in complexity, but also helps you to test the fitness of the methods and best practices you studied. Throughout the course guest lecturers from big software companies will tell you how these are organized. You will extract organizational patterns and see how  companies / programs compare. Companies that presented in the past years include Spotify, Netflix, MicroSoft, Amazon, Booking.com, Adyen, Bol.com, Philips, ASML and Dutch Government about programs like DSO, BRP and SZW-MR. Throughout the course you will read and study scientific literature about methods and best practices, in part categorized in sources like Making Software, and Leprechauns. Lecture Seminar Literature:Andy Oram, Greg Wilson 'Making Software: What Really Works, and Why We Believe It'. Andy Oram, Greg Wilson 'Making Software: What Really Works, and Why We Believe It'. Andy Oram, Greg Wilson 'Making Software: What Really Works, and Why We Believe It'."
DevOps and Cloud-based Software,"Course catalogue number 5364DCBS6Y Credits 6 EC Language of instruction English Time period(s)  See also College/graduate Graduate School of Informatics Lecturer(s) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl servicedesk-esc-science@uva.nl Is part of DevOps is a modern software and applications development model that realises the continuous integration (CI), continuous deployment (CD) and continuous improvement of the services and applications that is deeply based on the cloud virtualisation, on demand services deployment and precision services monitoring currently available on the major cloud platforms. The course discusses the basic concepts of DevOps, including its philosophy, workflow, monitoring methods, and tools. Students will apply these concepts to understand how they can be best implemented to automate development, test, and release practices. Students will work in teams to apply DevOps model and tools to develop working applications and will use one of cloud and DevOps platforms. The following topics will be covered in the course: The course will also feature guest lectures from local cloud providers and DevOps companies. Familiarity with one of the programming languages: Java, C or Python, and with any IDE platform More information about procedures and registration periods can be found athttp://student.uva.nl/se/az/item/course-registration.html The schedule for this course is published onDataNose. The course assessment includes the following components: individual practical assignments; literature study; group project report  and code; project development process. Course catalogue number 5364DCBS6Y Credits 6 EC Language of instruction English Time period(s) Sem. 1Sem. 2See also Sem. 1 Sem. 2   Sem. 1 Sem. 2   College/graduate Graduate School of Informatics Lecturer(s) dhr. Y. Demchenko (co-ordinator) Contact Education Desk FNWIScience Park 904B1020 5257100servicedesk-esc-science@uva.nl Is part of Master's Software Engineering Add course to planner Sem. 1 Sem. 2   dhr. Y. Demchenko (co-ordinator) Master's Software Engineering Graduates are familiar with the concept of DevOps and related technologies, their benefits for organisational IT infrastructure and services management; understand organisational aspects of DevOps, describe relation of DevOps to other technologies Graduates will understand how to build cloud-based applications and use cloud automation tools in the DevOps process applied to a range of applications and software development scenarios/processes Graduates will understand functionalities offered by the popular DevOps and cloud automations tools such as Chef, Puppet, Ansible,  and have practical hands on experience with one of such tools Introduction DevOps, core concepts and models, Continuous Delivery (CD), Continuous Integration (CI), Continuous Deployment. Agile development, relation to Agile, Scrum, Lean, ITSM Cloud Computing architecture, service models, virtualisation, resources management and monitoring DevOps and software engineering on major cloud platforms: AWS, Microsoft Azure. Cloud powered applications deployment, accounts management Cloud automation tools and platforms: Chef, Puppet, Ansible, and DevOps tools available from the major cloud providers AWS and Azure Software delivery life cycle in an agile DevOps organisation, QA in cloud based software development systems, software security and Security Development Life cycle management (SDLM) DevOps applications architecture, configuration management, monitoring, environment setup on the selected cloud platform AWS or Microsoft Azure. Lecture Self-study Working independently on e.g. a project or thesis Laptop seminar Presentation/symposium"
